hour,small_part,med_part,nitr_diox,trioxygen,temp,pres,wind=E,wind=ENE,wind=ESE,wind=N,wind=NE,wind=NNE,wind=NNW,wind=NW,wind=S,wind=SE,wind=SSE,wind=SSW,wind=SW,wind=W,wind=WNW,wind=WSW,wind_sp,day,month=Apr,month=Aug,month=Dec,month=Feb,month=Jan,month=Jul,month=Jun,month=Mar,month=May,month=Nov,month=Oct,month=Sep,log_sulf,log_rain,log_carb,kNN,SVM,Neural Network,Random Forest,Tree,AdaBoost
0.30434782608695654,-0.8087201125175809,-0.8323232323232324,-0.76,-0.5137689108763823,0.17055655296229802,-0.1577181208053706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8800000000000001,-0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20901585155898278,-1.0,6.2166061010848646,6.592767464264317,6.758519905825747,6.77358500465883,6.733657356373826,6.707462662840068,6.68586094706836
0.13043478260869565,-0.7862165963431786,-0.7393939393939394,-0.4690909090909091,-0.8827500829025006,0.012567324955116747,0.11744966442953016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.54,-0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.02778705669738667,-1.0,7.244941546337007,7.168525816351723,7.549224455861005,7.40154723684576,7.059692577013604,7.048180883598342,7.170888478512505
-0.043478260869565216,-0.9859353023909986,-0.9878787878787879,-0.9272727272727272,-0.4948467994904276,0.048473967684021596,0.12751677852348836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3400000000000001,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4762866136937029,-1.0,5.303304908059076,6.096867333003848,5.194220862466121,5.653335769871005,5.672569672577737,5.698418435319307,5.707110264748875
0.4782608695652174,-0.9774964838255977,-0.9171717171717172,-0.8690909090909091,-0.6651458019640206,-0.20646319569120286,0.15771812080536676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6200000000000001,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4059852075788516,-1.0,5.707110264748875,6.17393626353522,6.315767139185265,6.050657923059417,5.9192967958030644,5.698418435319307,5.9939614273065684
-0.3913043478260869,-0.839662447257384,-0.8383838383838383,-0.5345454545454545,-0.8969416664419667,0.22800718132854583,-0.2248322147651021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,-0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11214574632271598,-1.0,6.2166061010848646,6.739859690178749,6.478676437610485,6.830072306014582,6.903959830626475,6.815984903166345,6.68586094706836
-0.6521739130434783,-0.890295358649789,-0.8242424242424242,-0.5709090909090909,-0.797600581665704,0.023339317773788164,-0.31208053691275384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8800000000000001,0.4666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4059852075788516,-1.0,6.398594934535208,6.223264792808437,6.805280671507429,6.4343818932870835,6.606182130857718,6.5547349861483415,6.398594934535208
-0.9130434782608695,-0.44022503516174405,-0.597979797979798,-0.5709090909090909,-0.9726301119857858,-0.42908438061041293,0.2986577181208045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017628927943843523,-1.0,8.03947991910045,6.8934719852887865,7.759355056665452,8.102625921775877,7.58150706198483,8.05682271811976,8.03947991910045
0.13043478260869565,-0.16736990154711673,-0.30505050505050507,-0.4909090909090909,-0.4664636324114954,0.35727109515260325,-0.4127516778523511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4753883859331861,-1.0,7.550135342488429,7.434526155510847,7.898520523369964,7.565620503166555,7.46414769705882,7.662379924960624,7.496097345175956
0.8260869565217391,-0.8509142053445851,-0.806060606060606,-0.6581818181818182,-0.6225710513456224,0.2818671454219031,-0.26845637583892606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8800000000000001,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6732559697135716,-1.0,6.68586094706836,6.5968677683134205,6.070405079819874,6.438619385339132,6.61933727277971,6.5547349861483415,6.55250788703459
-0.7391304347826086,-0.4092827004219409,-0.501010101010101,-0.29454545454545455,-0.9915522233717405,-0.21005385996409334,-0.09395973154362641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9199999999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4762866136937029,-1.0,8.160803920954665,7.886515810229753,8.192367265761913,8.004933908630806,8.142568463957597,7.905118811989368,8.101980731853192
-0.13043478260869565,-0.819971870604782,-0.8323232323232324,-0.9490909090909091,-0.5941878842666902,0.24955116696588867,0.0100671140939582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5599999999999999,-0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6732559697135716,-1.0,5.993961427306569,5.872467700334154,5.609870332001943,6.175428235077286,6.589813153278504,6.707462662840068,6.2166061010848646
0.9130434782608695,-0.7693389592123769,-0.7676767676767676,-0.28,-0.844905860130591,0.10592459605026934,0.02684563758389108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.29505781883210674,-1.0,6.803505257608338,7.116696562931816,7.328131119840247,7.297985139293238,7.059692577013604,7.048180883598342,7.170888478512505
0.6521739130434783,-0.6090014064697609,-0.7191919191919192,-0.8109090909090909,-0.1968235451616398,0.4973070017953322,-0.6241610738255039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8400000000000001,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.13871444544413153,-1.0,7.0909098220799835,6.4710386476243755,6.7225023905592955,7.082578751057664,6.988846508845249,7.107997866392325,7.0909098220799835
-0.7391304347826086,-0.9465541490857947,-0.9616161616161616,-0.6872727272727273,-0.8590974436700571,-0.5368043087971275,0.6140939597315418,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10785076153510847,-1.0,6.55250788703459,7.103734509074279,6.339309884315892,6.6015615079914465,6.616793910426732,6.423418542602658,6.68586094706836
-0.5652173913043478,-0.2489451476793249,-0.46060606060606063,0.06181818181818182,-0.9915522233717405,0.09156193895870739,0.04026845637583662,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4762866136937029,-1.0,7.696667081526462,7.142183169338854,8.055938367566892,7.7175725603594465,7.634006916704111,7.662379924960624,7.650168700845001
